;Invoice ID;Branch;City;Customer type;Gender;Product line;Unit price;Quantity;Tax 5%;Total;Date;Time;Payment;cogs;gross margin percentage;gross income;Rating
309;848-42-2560;A;Mirassol;Normal;Feminino;Acessórios de moda;81,91;2;8,191;172,011;03/05/2023;17:43;Dinheiro;163,82;4,761904762;8,191;7,8
310;532-59-7201;B;Nova Granada;Membro;Masculino;Esportes e viagens;79,93;6;23,979;503,559;1/31/2023;14:04;Dinheiro;479,58;4,761904762;23,979;5,5
311;181-94-6432;C;São Jose do rio preto;Membro;Masculino;Acessórios de moda;69,33;2;6,933;145,593;02/05/2023;19:05;Carteira eletrônica;138,66;4,761904762;6,933;9,7
312;870-76-1733;A;Mirassol;Membro;Feminino;Alimentos e bebidas;14,23;5;3,5575;74,7075;02/01/2023;10:08;Cartão de credito;71,15;4,761904762;3,5575;4,4
313;423-64-4619;A;Mirassol;Membro;Feminino;Saúde e beleza;15,55;9;6,9975;146,9475;03/07/2023;13:12;Dinheiro;139,95;4,761904762;6,9975;5
314;227-07-4446;C;São Jose do rio preto;Membro;Feminino;Acessorios Eletronicos;78,13;10;39,065;820,365;02/10/2023;20:51;Dinheiro;781,3;4,761904762;39,065;4,4
315;174-36-3675;C;São Jose do rio preto;Membro;Masculino;Alimentos e bebidas;99,37;2;9,937;208,677;2/14/2023;17:29;Dinheiro;198,74;4,761904762;9,937;5,2
316;428-83-5800;C;São Jose do rio preto;Membro;Feminino;Alimentos e bebidas;21,08;3;3,162;66,402;02/09/2023;10:25;Dinheiro;63,24;4,761904762;3,162;7,3
317;603-07-0961;C;São Jose do rio preto;Membro;Masculino;Acessorios Eletronicos;74,79;5;18,6975;392,6475;01/10/2023;11:34;Dinheiro;373,95;4,761904762;18,6975;4,9
318;704-20-4138;C;São Jose do rio preto;Membro;Feminino;Saúde e beleza;29,67;7;10,3845;218,0745;03/11/2023;18:58;Cartão de credito;207,69;4,761904762;10,3845;8,1
319;787-15-1757;C;São Jose do rio preto;Membro;Masculino;Saúde e beleza;44,07;4;8,814;185,094;2/18/2023;16:28;Carteira eletrônica;176,28;4,761904762;8,814;8,4
320;649-11-3678;C;São Jose do rio preto;Normal;Feminino;Alimentos e bebidas;22,93;9;10,3185;216,6885;2/26/2023;20:26;Dinheiro;206,37;4,761904762;10,3185;5,5
321;622-20-1945;C;São Jose do rio preto;Normal;Feminino;Saúde e beleza;39,42;1;1,971;41,391;1/18/2023;15:08;Dinheiro;39,42;4,761904762;1,971;8,4
322;372-94-8041;A;Mirassol;Normal;Masculino;Saúde e beleza;15,26;6;4,578;96,138;2/15/2023;18:03;Carteira eletrônica;91,56;4,761904762;4,578;9,8
323;563-91-7120;A;Mirassol;Normal;Feminino;Acessórios de moda;61,77;5;15,4425;324,2925;03/08/2023;13:21;Dinheiro;308,85;4,761904762;15,4425;6,7
324;746-54-5508;A;Mirassol;Normal;Masculino;Casa e estilo de vida;21,52;6;6,456;135,576;1/17/2023;12:48;Cartão de credito;129,12;4,761904762;6,456;9,4
325;276-54-0879;B;Nova Granada;Normal;Masculino;Esportes e viagens;97,74;4;19,548;410,508;03/12/2023;19:53;Carteira eletrônica;390,96;4,761904762;19,548;6,4
326;815-11-1168;A;Mirassol;Membro;Masculino;Alimentos e bebidas;99,78;5;24,945;523,845;03/09/2023;19:09;Dinheiro;498,9;4,761904762;24,945;5,4
327;719-76-3868;C;São Jose do rio preto;Membro;Masculino;Alimentos e bebidas;94,26;4;18,852;395,892;03/12/2023;16:30;Dinheiro;377,04;4,761904762;18,852;8,6
328;730-61-8757;B;Nova Granada;Membro;Masculino;Saúde e beleza;51,13;4;10,226;214,746;1/25/2023;10:11;Cartão de credito;204,52;4,761904762;10,226;4
329;340-66-0321;A;Mirassol;Membro;Masculino;Acessorios Eletronicos;36,36;4;7,272;152,712;3/25/2023;13:07;Dinheiro;145,44;4,761904762;7,272;7,6
330;868-81-1752;B;Nova Granada;Normal;Masculino;Casa e estilo de vida;22,02;9;9,909;208,089;02/07/2023;18:48;Dinheiro;198,18;4,761904762;9,909;6,8
331;634-97-8956;A;Mirassol;Normal;Masculino;Alimentos e bebidas;32,9;3;4,935;103,635;2/17/2023;17:27;Cartão de credito;98,7;4,761904762;4,935;9,1
332;566-71-1091;A;Mirassol;Normal;Masculino;Acessórios de moda;77,02;5;19,255;404,355;02/03/2023;15:59;Dinheiro;385,1;4,761904762;19,255;5,5
333;442-48-3607;A;Mirassol;Membro;Masculino;Alimentos e bebidas;23,48;2;2,348;49,308;3/14/2023;11:21;Cartão de credito;46,96;4,761904762;2,348;7,9
334;835-16-0096;C;São Jose do rio preto;Membro;Masculino;Esportes e viagens;14,7;5;3,675;77,175;3/24/2023;13:48;Carteira eletrônica;73,5;4,761904762;3,675;8,5
335;527-09-6272;A;Mirassol;Membro;Feminino;Acessorios Eletronicos;28,45;5;7,1125;149,3625;3/21/2023;10:17;Cartão de credito;142,25;4,761904762;7,1125;9,1
336;898-04-2717;A;Mirassol;Normal;Masculino;Acessórios de moda;76,4;9;34,38;721,98;3/19/2023;15:49;Carteira eletrônica;687,6;4,761904762;34,38;7,5
337;692-27-8933;B;Nova Granada;Normal;Feminino;Esportes e viagens;57,95;6;17,385;365,085;2/24/2023;13:02;Dinheiro;347,7;4,761904762;17,385;5,2
338;633-09-3463;C;São Jose do rio preto;Normal;Feminino;Acessorios Eletronicos;47,65;3;7,1475;150,0975;3/28/2023;12:58;Cartão de credito;142,95;4,761904762;7,1475;9,5
339;374-17-3652;B;Nova Granada;Membro;Feminino;Alimentos e bebidas;42,82;9;19,269;404,649;02/05/2023;15:26;Cartão de credito;385,38;4,761904762;19,269;8,9
340;378-07-7001;B;Nova Granada;Membro;Masculino;Acessorios Eletronicos;48,09;3;7,2135;151,4835;02/10/2023;18:23;Cartão de credito;144,27;4,761904762;7,2135;7,8
341;433-75-6987;B;Nova Granada;Membro;Feminino;Saúde e beleza;55,97;7;19,5895;411,3795;03/05/2023;19:06;Carteira eletrônica;391,79;4,761904762;19,5895;8,9
342;873-95-4984;B;Nova Granada;Membro;Feminino;Saúde e beleza;76,9;7;26,915;565,215;2/15/2023;20:21;Dinheiro;538,3;4,761904762;26,915;7,7
343;416-13-5917;C;São Jose do rio preto;Normal;Feminino;Alimentos e bebidas;97,03;5;24,2575;509,4075;1/30/2023;16:24;Carteira eletrônica;485,15;4,761904762;24,2575;9,3
344;150-89-8043;A;Mirassol;Normal;Masculino;Esportes e viagens;44,65;3;6,6975;140,6475;2/14/2023;15:04;Dinheiro;133,95;4,761904762;6,6975;6,2
345;135-84-8019;A;Mirassol;Normal;Feminino;Acessórios de moda;77,93;9;35,0685;736,4385;2/27/2023;16:10;Carteira eletrônica;701,37;4,761904762;35,0685;7,6
346;441-94-7118;A;Mirassol;Membro;Masculino;Acessorios Eletronicos;71,95;1;3,5975;75,5475;02/04/2023;12:14;Dinheiro;71,95;4,761904762;3,5975;7,3
347;725-96-3778;C;São Jose do rio preto;Membro;Feminino;Casa e estilo de vida;89,25;8;35,7;749,7;1/20/2023;10:13;Dinheiro;714;4,761904762;35,7;4,7
348;531-80-1784;A;Mirassol;Normal;Masculino;Acessorios Eletronicos;26,02;7;9,107;191,247;3/28/2023;17:38;Dinheiro;182,14;4,761904762;9,107;5,1
349;400-45-1220;B;Nova Granada;Normal;Feminino;Saúde e beleza;13,5;10;6,75;141,75;2/27/2023;11:06;Cartão de credito;135;4,761904762;6,75;4,8
350;860-79-0874;C;São Jose do rio preto;Membro;Feminino;Acessórios de moda;99,3;10;49,65;1042,65;2/15/2023;14:53;Cartão de credito;993;4,761904762;49,65;6,6
351;834-61-8124;A;Mirassol;Normal;Masculino;Acessorios Eletronicos;51,69;7;18,0915;379,9215;1/26/2023;18:22;Dinheiro;361,83;4,761904762;18,0915;5,5
352;115-99-4379;B;Nova Granada;Membro;Feminino;Acessórios de moda;54,73;7;19,1555;402,2655;3/14/2023;19:02;Cartão de credito;383,11;4,761904762;19,1555;8,5
353;565-67-6697;B;Nova Granada;Membro;Masculino;Casa e estilo de vida;27;9;12,15;255,15;03/02/2023;14:16;Dinheiro;243;4,761904762;12,15;4,8
354;320-49-6392;C;São Jose do rio preto;Normal;Feminino;Acessorios Eletronicos;30,24;1;1,512;31,752;03/04/2023;15:44;Dinheiro;30,24;4,761904762;1,512;8,4
355;889-04-9723;B;Nova Granada;Membro;Feminino;Alimentos e bebidas;89,14;4;17,828;374,388;01/07/2023;12:20;Cartão de credito;356,56;4,761904762;17,828;7,8
356;632-90-0281;C;São Jose do rio preto;Normal;Feminino;Acessórios de moda;37,55;10;18,775;394,275;03/08/2023;20:01;Cartão de credito;375,5;4,761904762;18,775;9,3
357;554-42-2417;C;São Jose do rio preto;Normal;Feminino;Esportes e viagens;95,44;10;47,72;1002,12;01/09/2023;13:45;Dinheiro;954,4;4,761904762;47,72;5,2
358;453-63-6187;B;Nova Granada;Normal;Masculino;Acessorios Eletronicos;27,5;3;4,125;86,625;03/01/2023;15:40;Carteira eletrônica;82,5;4,761904762;4,125;6,5
359;578-80-7669;B;Nova Granada;Normal;Masculino;Esportes e viagens;74,97;1;3,7485;78,7185;3/16/2023;16:58;Dinheiro;74,97;4,761904762;3,7485;5,6
360;612-36-5536;A;Mirassol;Membro;Masculino;Alimentos e bebidas;80,96;8;32,384;680,064;2/17/2023;11:12;Cartão de credito;647,68;4,761904762;32,384;7,4
361;605-72-4132;C;São Jose do rio preto;Normal;Feminino;Alimentos e bebidas;94,47;8;37,788;793,548;2/27/2023;15:12;Dinheiro;755,76;4,761904762;37,788;9,1
362;471-41-2823;C;São Jose do rio preto;Normal;Masculino;Alimentos e bebidas;99,79;2;9,979;209,559;03/07/2023;20:37;Carteira eletrônica;199,58;4,761904762;9,979;8
363;462-67-9126;A;Mirassol;Normal;Masculino;Casa e estilo de vida;73,22;6;21,966;461,286;1/21/2023;17:44;Dinheiro;439,32;4,761904762;21,966;7,2
364;272-27-9238;C;São Jose do rio preto;Normal;Feminino;Alimentos e bebidas;41,24;4;8,248;173,208;2/19/2023;16:23;Dinheiro;164,96;4,761904762;8,248;7,1
365;834-25-9262;C;São Jose do rio preto;Normal;Feminino;Acessórios de moda;81,68;4;16,336;343,056;01/06/2023;12:12;Dinheiro;326,72;4,761904762;16,336;9,1
366;122-61-9553;C;São Jose do rio preto;Normal;Feminino;Acessorios Eletronicos;51,32;9;23,094;484,974;3/14/2023;19:33;Dinheiro;461,88;4,761904762;23,094;5,6
367;468-88-0009;A;Mirassol;Membro;Masculino;Casa e estilo de vida;65,94;4;13,188;276,948;3/24/2023;10:29;Dinheiro;263,76;4,761904762;13,188;6
368;613-59-9758;C;São Jose do rio preto;Normal;Feminino;Esportes e viagens;14,36;10;7,18;150,78;1/27/2023;14:28;Dinheiro;143,6;4,761904762;7,18;5,4
369;254-31-0042;A;Mirassol;Membro;Masculino;Acessorios Eletronicos;21,5;9;9,675;203,175;03/06/2023;12:46;Cartão de credito;193,5;4,761904762;9,675;7,8
370;201-86-2184;B;Nova Granada;Membro;Feminino;Acessorios Eletronicos;26,26;7;9,191;193,011;02/02/2023;19:40;Dinheiro;183,82;4,761904762;9,191;9,9
371;261-12-8671;B;Nova Granada;Normal;Feminino;Acessórios de moda;60,96;2;6,096;128,016;1/25/2023;19:39;Cartão de credito;121,92;4,761904762;6,096;4,9
372;730-70-9830;C;São Jose do rio preto;Normal;Feminino;Casa e estilo de vida;70,11;6;21,033;441,693;3/14/2023;17:54;Carteira eletrônica;420,66;4,761904762;21,033;5,2
373;382-25-8917;C;São Jose do rio preto;Normal;Masculino;Acessórios de moda;42,08;6;12,624;265,104;1/29/2023;12:25;Dinheiro;252,48;4,761904762;12,624;8,9
374;422-29-8786;A;Mirassol;Normal;Feminino;Casa e estilo de vida;67,09;5;16,7725;352,2225;01/03/2023;16:47;Cartão de credito;335,45;4,761904762;16,7725;9,1
375;667-23-5919;A;Mirassol;Membro;Feminino;Acessórios de moda;96,7;5;24,175;507,675;1/14/2023;12:52;Carteira eletrônica;483,5;4,761904762;24,175;7
376;843-01-4703;B;Nova Granada;Membro;Feminino;Casa e estilo de vida;35,38;9;15,921;334,341;01/05/2023;19:50;Cartão de credito;318,42;4,761904762;15,921;9,6
377;743-88-1662;C;São Jose do rio preto;Normal;Masculino;Esportes e viagens;95,49;7;33,4215;701,8515;2/22/2023;18:17;Carteira eletrônica;668,43;4,761904762;33,4215;8,7
378;595-86-2894;C;São Jose do rio preto;Membro;Masculino;Acessórios de moda;96,98;4;19,396;407,316;02/06/2023;17:20;Carteira eletrônica;387,92;4,761904762;19,396;9,4
379;182-69-8360;B;Nova Granada;Normal;Feminino;Acessorios Eletronicos;23,65;4;4,73;99,33;1/30/2023;13:32;Cartão de credito;94,6;4,761904762;4,73;4
380;289-15-7034;A;Mirassol;Membro;Masculino;Esportes e viagens;82,33;4;16,466;345,786;01/11/2023;10:37;Cartão de credito;329,32;4,761904762;16,466;7,5
381;462-78-5240;C;São Jose do rio preto;Normal;Feminino;Acessorios Eletronicos;26,61;2;2,661;55,881;3/19/2023;14:35;Dinheiro;53,22;4,761904762;2,661;4,2
382;868-52-7573;B;Nova Granada;Normal;Feminino;Alimentos e bebidas;99,69;5;24,9225;523,3725;1/14/2023;12:09;Dinheiro;498,45;4,761904762;24,9225;9,9
383;153-58-4872;C;São Jose do rio preto;Membro;Feminino;Alimentos e bebidas;74,89;4;14,978;314,538;03/01/2023;15:32;Carteira eletrônica;299,56;4,761904762;14,978;4,2
384;662-72-2873;A;Mirassol;Normal;Feminino;Alimentos e bebidas;40,94;5;10,235;214,935;01/06/2023;13:58;Carteira eletrônica;204,7;4,761904762;10,235;9,9
385;525-88-7307;B;Nova Granada;Membro;Masculino;Esportes e viagens;75,82;1;3,791;79,611;1/31/2023;13:19;Dinheiro;75,82;4,761904762;3,791;5,8
386;689-16-9784;C;São Jose do rio preto;Normal;Masculino;Alimentos e bebidas;46,77;6;14,031;294,651;03/11/2023;13:37;Dinheiro;280,62;4,761904762;14,031;6
387;725-56-0833;A;Mirassol;Normal;Feminino;Saúde e beleza;32,32;10;16,16;339,36;2/20/2023;16:49;Cartão de credito;323,2;4,761904762;16,16;10
388;394-41-0748;C;São Jose do rio preto;Membro;Feminino;Acessórios de moda;54,07;9;24,3315;510,9615;1/27/2023;14:55;Carteira eletrônica;486,63;4,761904762;24,3315;9,5
389;596-42-3999;B;Nova Granada;Normal;Masculino;Alimentos e bebidas;18,22;7;6,377;133,917;03/10/2023;14:04;Cartão de credito;127,54;4,761904762;6,377;6,6
390;541-89-9860;C;São Jose do rio preto;Membro;Feminino;Acessórios de moda;80,48;3;12,072;253,512;2/15/2023;12:31;Dinheiro;241,44;4,761904762;12,072;8,1
391;173-82-9529;B;Nova Granada;Normal;Feminino;Acessórios de moda;37,95;10;18,975;398,475;1/26/2023;14:51;Dinheiro;379,5;4,761904762;18,975;9,7
392;563-36-9814;A;Mirassol;Membro;Masculino;Acessorios Eletronicos;76,82;1;3,841;80,661;2/13/2023;18:27;Carteira eletrônica;76,82;4,761904762;3,841;7,2
393;308-47-4913;A;Mirassol;Membro;Feminino;Esportes e viagens;52,26;10;26,13;548,73;03/09/2023;12:45;Cartão de credito;522,6;4,761904762;26,13;6,2
394;885-17-6250;A;Mirassol;Normal;Feminino;Saúde e beleza;79,74;1;3,987;83,727;03/06/2023;10:36;Carteira eletrônica;79,74;4,761904762;3,987;7,3
395;726-27-2396;A;Mirassol;Normal;Feminino;Saúde e beleza;77,5;5;19,375;406,875;1/24/2023;20:36;Carteira eletrônica;387,5;4,761904762;19,375;4,3
396;316-01-3952;A;Mirassol;Normal;Feminino;Alimentos e bebidas;54,27;5;13,5675;284,9175;3/13/2023;14:16;Carteira eletrônica;271,35;4,761904762;13,5675;4,6
397;760-54-1821;B;Nova Granada;Normal;Masculino;Casa e estilo de vida;13,59;9;6,1155;128,4255;3/15/2023;10:26;Dinheiro;122,31;4,761904762;6,1155;5,8
398;793-10-3222;B;Nova Granada;Membro;Feminino;Saúde e beleza;41,06;6;12,318;258,678;03/05/2023;13:30;Cartão de credito;246,36;4,761904762;12,318;8,3
399;346-12-3257;B;Nova Granada;Membro;Masculino;Acessorios Eletronicos;19,24;9;8,658;181,818;03/04/2023;16:28;Dinheiro;173,16;4,761904762;8,658;8
400;110-05-6330;C;São Jose do rio preto;Normal;Feminino;Alimentos e bebidas;39,43;6;11,829;248,409;3/25/2023;20:18;Cartão de credito;236,58;4,761904762;11,829;9,4
401;651-61-0874;C;São Jose do rio preto;Normal;Masculino;Casa e estilo de vida;46,22;4;9,244;194,124;03/12/2023;20:04;Cartão de credito;184,88;4,761904762;9,244;6,2
402;236-86-3015;C;São Jose do rio preto;Membro;Masculino;Casa e estilo de vida;13,98;1;0,699;14,679;02/04/2023;13:38;Carteira eletrônica;13,98;4,761904762;0,699;9,8
403;831-64-0259;B;Nova Granada;Normal;Feminino;Acessórios de moda;39,75;5;9,9375;208,6875;2/22/2023;10:43;Carteira eletrônica;198,75;4,761904762;9,9375;9,6
404;587-03-7455;C;São Jose do rio preto;Membro;Feminino;Acessórios de moda;97,79;7;34,2265;718,7565;2/16/2023;17:30;Carteira eletrônica;684,53;4,761904762;34,2265;4,9
405;882-40-4577;A;Mirassol;Membro;Masculino;Esportes e viagens;67,26;4;13,452;282,492;1/19/2023;15:28;Cartão de credito;269,04;4,761904762;13,452;8
406;732-67-5346;A;Mirassol;Normal;Masculino;Alimentos e bebidas;13,79;5;3,4475;72,3975;01/11/2023;19:07;Cartão de credito;68,95;4,761904762;3,4475;7,8
407;725-32-9708;B;Nova Granada;Membro;Feminino;Acessórios de moda;68,71;4;13,742;288,582;01/04/2023;19:01;Dinheiro;274,84;4,761904762;13,742;4,1
408;256-08-8343;A;Mirassol;Normal;Feminino;Casa e estilo de vida;56,53;4;11,306;237,426;03/04/2023;19:48;Carteira eletrônica;226,12;4,761904762;11,306;5,5
409;372-26-1506;C;São Jose do rio preto;Normal;Feminino;Acessórios de moda;23,82;5;5,955;125,055;1/28/2023;19:24;Carteira eletrônica;119,1;4,761904762;5,955;5,4
410;244-08-0162;B;Nova Granada;Normal;Feminino;Saúde e beleza;34,21;10;17,105;359,205;01/02/2023;13:00;Dinheiro;342,1;4,761904762;17,105;5,1
411;569-71-4390;B;Nova Granada;Normal;Masculino;Esportes e viagens;21,87;2;2,187;45,927;1/25/2023;14:29;Carteira eletrônica;43,74;4,761904762;2,187;6,9
412;132-23-6451;A;Mirassol;Membro;Masculino;Saúde e beleza;20,97;5;5,2425;110,0925;01/04/2023;13:21;Dinheiro;104,85;4,761904762;5,2425;7,8
413;696-90-2548;A;Mirassol;Normal;Masculino;Esportes e viagens;25,84;3;3,876;81,396;03/10/2023;18:55;Carteira eletrônica;77,52;4,761904762;3,876;6,6
414;472-15-9636;A;Mirassol;Normal;Masculino;Casa e estilo de vida;50,93;8;20,372;427,812;3/22/2023;19:36;Carteira eletrônica;407,44;4,761904762;20,372;9,2
415;268-03-6164;B;Nova Granada;Normal;Masculino;Saúde e beleza;96,11;1;4,8055;100,9155;1/25/2023;16:28;Carteira eletrônica;96,11;4,761904762;4,8055;7,8
416;750-57-9686;C;São Jose do rio preto;Normal;Feminino;Casa e estilo de vida;45,38;4;9,076;190,596;01/08/2023;13:48;Cartão de credito;181,52;4,761904762;9,076;8,7
417;186-09-3669;C;São Jose do rio preto;Membro;Feminino;Saúde e beleza;81,51;1;4,0755;85,5855;1/22/2023;10:57;Carteira eletrônica;81,51;4,761904762;4,0755;9,2
418;848-07-1692;B;Nova Granada;Normal;Feminino;Saúde e beleza;57,22;2;5,722;120,162;01/12/2023;17:13;Carteira eletrônica;114,44;4,761904762;5,722;8,3
419;745-71-3520;A;Mirassol;Membro;Feminino;Acessorios Eletronicos;25,22;7;8,827;185,367;02/04/2023;10:23;Dinheiro;176,54;4,761904762;8,827;8,2
420;266-76-6436;C;São Jose do rio preto;Membro;Feminino;Alimentos e bebidas;38,6;3;5,79;121,59;3/28/2023;13:57;Carteira eletrônica;115,8;4,761904762;5,79;7,5
421;740-22-2500;C;São Jose do rio preto;Normal;Feminino;Acessorios Eletronicos;84,05;3;12,6075;264,7575;1/23/2023;13:29;Dinheiro;252,15;4,761904762;12,6075;9,8
422;271-88-8734;C;São Jose do rio preto;Membro;Feminino;Acessórios de moda;97,21;10;48,605;1020,705;02/08/2023;13:00;Cartão de credito;972,1;4,761904762;48,605;8,7
423;301-81-8610;B;Nova Granada;Membro;Masculino;Acessórios de moda;25,42;8;10,168;213,528;3/19/2023;19:42;Cartão de credito;203,36;4,761904762;10,168;6,7
424;489-64-4354;C;São Jose do rio preto;Normal;Masculino;Acessórios de moda;16,28;1;0,814;17,094;03/09/2023;15:36;Dinheiro;16,28;4,761904762;0,814;5
425;198-84-7132;B;Nova Granada;Membro;Masculino;Acessórios de moda;40,61;9;18,2745;383,7645;01/02/2023;13:40;Dinheiro;365,49;4,761904762;18,2745;7
426;269-10-8440;A;Mirassol;Membro;Masculino;Saúde e beleza;53,17;7;18,6095;390,7995;1/21/2023;18:01;Dinheiro;372,19;4,761904762;18,6095;8,9
427;650-98-6268;B;Nova Granada;Membro;Feminino;Alimentos e bebidas;20,87;3;3,1305;65,7405;3/20/2023;13:53;Cartão de credito;62,61;4,761904762;3,1305;8
428;741-73-3559;B;Nova Granada;Normal;Masculino;Esportes e viagens;67,27;5;16,8175;353,1675;2/27/2023;17:27;Dinheiro;336,35;4,761904762;16,8175;6,9
429;325-77-6186;A;Mirassol;Membro;Feminino;Casa e estilo de vida;90,65;10;45,325;951,825;03/08/2023;10:53;Carteira eletrônica;906,5;4,761904762;45,325;7,3
430;286-75-7818;B;Nova Granada;Normal;Masculino;Acessórios de moda;69,08;2;6,908;145,068;1/31/2023;19:48;Cartão de credito;138,16;4,761904762;6,908;6,9
431;574-57-9721;C;São Jose do rio preto;Normal;Masculino;Alimentos e bebidas;43,27;2;4,327;90,867;03/08/2023;16:53;Carteira eletrônica;86,54;4,761904762;4,327;5,7
432;459-50-7686;A;Mirassol;Normal;Feminino;Acessorios Eletronicos;23,46;6;7,038;147,798;1/13/2023;19:14;Carteira eletrônica;140,76;4,761904762;7,038;6,4
433;616-87-0016;B;Nova Granada;Normal;Masculino;Acessórios de moda;95,54;7;33,439;702,219;03/09/2023;14:36;Cartão de credito;668,78;4,761904762;33,439;9,6
434;837-55-7229;B;Nova Granada;Normal;Feminino;Acessórios de moda;47,44;1;2,372;49,812;2/22/2023;18:19;Cartão de credito;47,44;4,761904762;2,372;6,8
435;751-69-0068;C;São Jose do rio preto;Normal;Masculino;Esportes e viagens;99,24;9;44,658;937,818;3/19/2023;19:09;Carteira eletrônica;893,16;4,761904762;44,658;9
436;257-73-1380;C;São Jose do rio preto;Membro;Masculino;Esportes e viagens;82,93;4;16,586;348,306;1/20/2023;16:51;Carteira eletrônica;331,72;4,761904762;16,586;9,6
437;345-08-4992;A;Mirassol;Normal;Masculino;Casa e estilo de vida;33,99;6;10,197;214,137;03/08/2023;15:37;Cartão de credito;203,94;4,761904762;10,197;7,7
438;549-96-4200;C;São Jose do rio preto;Membro;Masculino;Alimentos e bebidas;17,04;4;3,408;71,568;03/08/2023;20:15;Carteira eletrônica;68,16;4,761904762;3,408;7
439;810-60-6344;C;São Jose do rio preto;Normal;Feminino;Acessorios Eletronicos;40,86;8;16,344;343,224;02/07/2023;14:38;Cartão de credito;326,88;4,761904762;16,344;6,5
440;450-28-2866;C;São Jose do rio preto;Membro;Masculino;Alimentos e bebidas;17,44;5;4,36;91,56;1/15/2023;19:25;Dinheiro;87,2;4,761904762;4,36;8,1
441;394-30-3170;B;Nova Granada;Membro;Feminino;Esportes e viagens;88,43;8;35,372;742,812;3/22/2023;19:35;Cartão de credito;707,44;4,761904762;35,372;4,3
442;138-17-5109;A;Mirassol;Membro;Feminino;Casa e estilo de vida;89,21;9;40,1445;843,0345;1/15/2023;15:42;Cartão de credito;802,89;4,761904762;40,1445;6,5
443;192-98-7397;C;São Jose do rio preto;Normal;Masculino;Acessórios de moda;12,78;1;0,639;13,419;01/08/2023;14:11;Carteira eletrônica;12,78;4,761904762;0,639;9,5
444;301-11-9629;A;Mirassol;Normal;Feminino;Esportes e viagens;19,1;7;6,685;140,385;1/15/2023;10:43;Dinheiro;133,7;4,761904762;6,685;9,7
445;390-80-5128;B;Nova Granada;Membro;Feminino;Saúde e beleza;19,15;1;0,9575;20,1075;1/28/2023;17:58;Cartão de credito;19,15;4,761904762;0,9575;9,5
446;235-46-8343;C;São Jose do rio preto;Membro;Masculino;Alimentos e bebidas;27,66;10;13,83;290,43;2/14/2023;11:26;Cartão de credito;276,6;4,761904762;13,83;8,9
447;453-12-7053;C;São Jose do rio preto;Normal;Masculino;Acessórios de moda;45,74;3;6,861;144,081;03/10/2023;17:38;Cartão de credito;137,22;4,761904762;6,861;6,5
448;296-11-7041;B;Nova Granada;Membro;Feminino;Saúde e beleza;27,07;1;1,3535;28,4235;01/12/2023;20:07;Cartão de credito;27,07;4,761904762;1,3535;5,3
449;449-27-2918;B;Nova Granada;Membro;Feminino;Esportes e viagens;39,12;1;1,956;41,076;3/26/2023;11:02;Cartão de credito;39,12;4,761904762;1,956;9,6
450;891-01-7034;B;Nova Granada;Normal;Feminino;Acessorios Eletronicos;74,71;6;22,413;470,673;01/01/2023;19:07;Dinheiro;448,26;4,761904762;22,413;6,7
451;744-09-5786;B;Nova Granada;Normal;Masculino;Acessorios Eletronicos;22,01;6;6,603;138,663;01/02/2023;18:50;Dinheiro;132,06;4,761904762;6,603;7,6
452;727-17-0390;A;Mirassol;Normal;Feminino;Alimentos e bebidas;63,61;5;15,9025;333,9525;3/16/2023;12:43;Carteira eletrônica;318,05;4,761904762;15,9025;4,8
453;568-88-3448;A;Mirassol;Normal;Masculino;Saúde e beleza;25;1;1,25;26,25;03/03/2023;15:09;Carteira eletrônica;25;4,761904762;1,25;5,5
454;187-83-5490;A;Mirassol;Membro;Masculino;Acessorios Eletronicos;20,77;4;4,154;87,234;1/31/2023;13:47;Dinheiro;83,08;4,761904762;4,154;4,7
455;767-54-1907;B;Nova Granada;Membro;Feminino;Acessórios de moda;29,56;5;7,39;155,19;2/13/2023;16:59;Dinheiro;147,8;4,761904762;7,39;6,9
456;710-46-4433;B;Nova Granada;Membro;Feminino;Alimentos e bebidas;77,4;9;34,83;731,43;2/15/2023;14:15;Cartão de credito;696,6;4,761904762;34,83;4,5
457;533-33-5337;B;Nova Granada;Normal;Masculino;Acessorios Eletronicos;79,39;10;39,695;833,595;02/07/2023;20:24;Dinheiro;793,9;4,761904762;39,695;6,2
458;325-90-8763;C;São Jose do rio preto;Membro;Feminino;Acessorios Eletronicos;46,57;10;23,285;488,985;1/27/2023;13:58;Dinheiro;465,7;4,761904762;23,285;7,6
459;729-46-7422;C;São Jose do rio preto;Normal;Masculino;Alimentos e bebidas;35,89;1;1,7945;37,6845;2/23/2023;16:52;Cartão de credito;35,89;4,761904762;1,7945;7,9
460;639-76-1242;C;São Jose do rio preto;Normal;Masculino;Alimentos e bebidas;40,52;5;10,13;212,73;02/03/2023;15:19;Dinheiro;202,6;4,761904762;10,13;4,5
461;234-03-4040;B;Nova Granada;Membro;Feminino;Alimentos e bebidas;73,05;10;36,525;767,025;03/03/2023;12:25;Cartão de credito;730,5;4,761904762;36,525;8,7
462;326-71-2155;C;São Jose do rio preto;Normal;Feminino;Esportes e viagens;73,95;4;14,79;310,59;02/03/2023;10:02;Dinheiro;295,8;4,761904762;14,79;6,1
463;320-32-8842;C;São Jose do rio preto;Membro;Feminino;Alimentos e bebidas;22,62;1;1,131;23,751;3/17/2023;18:58;Dinheiro;22,62;4,761904762;1,131;6,4
